metric,value
total_sentences,192
keyword_hint_ratio_of_total,0.6354166666666666
pii_related_ratio_of_total,0.671875
pii_related_ratio_of_labeled,0.671875
jsonl_sentences_loaded,192
audit_rows,192
audit_incorrect_count,51
audit_incomplete_count,3
audit_inconsistent_count,4
