metric,value
total_sentences,323
keyword_hint_ratio_of_total,0.631578947368421
pii_related_ratio_of_total,0.5263157894736842
pii_related_ratio_of_labeled,0.5263157894736842
jsonl_sentences_loaded,323
audit_rows,323
audit_incorrect_count,53
audit_incomplete_count,2
audit_inconsistent_count,0
