metric,value
total_sentences,106
keyword_hint_ratio_of_total,0.839622641509434
pii_related_ratio_of_total,0.4716981132075472
pii_related_ratio_of_labeled,0.4716981132075472
jsonl_sentences_loaded,106
audit_rows,106
audit_right_claim_count,79
audit_method_claim_count,3
audit_app_test_candidate_count,3
