metric,value
total_sentences,323
keyword_hint_ratio_of_total,0.6749226006191951
pii_related_ratio_of_total,0.5510835913312694
pii_related_ratio_of_labeled,0.5510835913312694
jsonl_sentences_loaded,323
audit_rows,323
audit_right_claim_count,221
audit_method_claim_count,45
audit_app_test_candidate_count,45
